33 256,33186,29036
pariyuṭṭhaṭṭhāyī,pariyuṭṭhaṭṭhāy,ī adj
pariyuṭṭhita,pariyuṭṭhit,a adj
paro,ind,
parodati,parod,ati pr
parodi,parod,i aor
paroditvā,ind,
pāroha,pāroh,a m
parokkha,parokkh,a adj
parokkhā,parokkh,ā f
parokkhāvibhatti,parokkhāvibhatt,i f
parokkhe,ind,
paropara,paropar,a adj
parosahassa,parosahass,a card
parosata,parosat,a adj
parovara 1,parovar,a adj
parovara 2,parovar,a adj
parovariya,parovariy,a adj
paroyogāhitvā,ind,
parūḷha,parūḷh,a pp
parūḷhakesa,parūḷhakes,a adj
parūpaghāta,parūpaghāt,a m
parūpaghātī,parūpaghāt,ī adj
parūpakkama,parūpakkam,a m
pārupana,pārupan,aṃ nt
pārupanta,pārup,anta prp
pārupati,pārup,ati pr
parūpavāda,parūpavād,a m
pārupeti,pārup,eti pr
pārupetvā,ind,
pārupitvā,ind,
pāruta,pārut,a pp
pāsa 1,pās,a m
pāsa 2,pās,a m
pāsa 3,pās,a m
pasada,pasad,a m
pāsāda,pāsād,a m
pasāda 1,pasād,a m
pasāda 2,pasād,a m
pasāda 3,pasād,a m
pasādaka,pasādak,a m
pasādana,pasādan,aṃ nt
pasādanīya,pasādaniy,a adj
pāsādatala,pāsādatal,aṃ nt
pasādattha,pasādatth,a adj
pasādenta,pasād,enta prp
pasādesi,pasād,esi aor
pasādetabba,pasādetabb,a ptp
pasādeti,pasād,eti pr
pasādetvā,ind,
pasādhana,pasādhan,aṃ nt
pasādhesi,pasādh,esi aor
pasādheti,pasādh,eti pr
pasādhetvā,ind,
pasādhita,pasādhit,a pp
pasādhiya,ind,
pāsādika,pāsādik,a adj
pasādita,pasādit,a pp
pasahana,pasahan,aṃ nt
pasahati,pasah,ati pr
pasahi,pasah,i aor
pasahitvā,ind,
pāsaka,pāsak,aṃ nt
pasākha,pasākh,aṃ nt
pasākhā,pasākh,ā f
pāsālekhā,pāsālekh,ā f
pasaṃsā,pasaṃs,ā f
pāsaṃsa,pāsaṃs,a adj
pasaṃsaka,pasaṃsak,a adj
pasaṃsakāma,pasaṃsakām,a adj
pasaṃsana,pasaṃsan,aṃ nt
pasaṃsanta,pasaṃs,anta prp
pasaṃsati,pasaṃs,ati pr
pasaṃsi,pasaṃs,i aor
pasaṃsita,pasaṃsit,a pp
pasaṃsitabba,pasaṃsitabb,a ptp
pasaṃsituṃ,ind,
pasaṃsitvā,ind,
pasaṃsiya,pasaṃsiy,a adj
pāsāṇa,pāsāṇ,a m
pāsāṇacetiya,pāsāṇacetiy,aṃ nt
pāsāṇaguḷa,pāsāṇaguḷ,a m
pāsāṇalekhā,pāsāṇalekh,ā f
pāsāṇaphalaka,pāsāṇaphalak,a m
pāsāṇapiṭṭhi,pāsāṇapiṭṭh,i f
pāsaṇḍa,pāsaṇḍ,aṃ nt
pāsaṇḍaka,pāsaṇḍak,a m
pasaṇḍika,pasaṇḍik,a m
pasaṅga,pasaṅg,a m
pasanna 1,pasann,a adj
pasanna 2,pasann,a m
pasanna 3,pasann,a pp
pasannacitta,pasannacitt,a adj
pasannākāra,pasannākār,a m
pasannamānasa,pasannamānas,a adj
pāsāphalaka,pāsāphalak,a m
pāsāpiṭṭhi,pāsāpiṭṭh,i f
pasāraṇa,pasāraṇ,aṃ nt
pasārayi,pasāray,i aor
pasāresi,pasār,esi aor
pasāreti,pasār,eti pr
pasāretvā 1,ind,
pasāretvā 2,ind,
pasāreyya,pasār,eyya opt
pasārita 1,pasārit,aṃ nt
pasārita 2,pasārit,a pp
pasāritabba,pasāritabb,a ptp
pasāsati,pasās,ati pr
pasāsi,pas,āsi aor
pasāsita,pasāsit,a pp
pasata,pasat,a m
pasaṭa,pasaṭ,a pp
pasattha,pasatth,a pp
pasaṭṭha,pasaṭṭh,a pp
pasava,pasav,a m
pasavanta,pasav,anta prp
pasavati 1,pasav,ati pr
pasavati 2,pasav,ati pr
pasavi,pasav,i aor
pāsāvī,pāsāv,ī adj
pāsāvinī,pāsāv,ī adj
pasavita,pasavit,a pp
pasavitvā,ind,
pasavo,pas,u1 m
pasayha 1,ind,
pasayha 2,ind,
pasibbaka,pasibbak,a m
pasīdana,pasīdan,aṃ nt
pasīdanā,pasīdan,ā f
pasīdati 1,pasīd,ati pr
pasīdati 2,pasīd,ati pr
pasīdi,pasīd,i aor
pasīditabba,pasīditabb,a ptp
pasīditvā,ind,
passa,pass,atu imp
passa 1,pass,aṃ nt
passa 2,pass,aṃ nt
passaddha,passaddh,a pp
passaddhakāya,passaddhakāy,a adj
passaddhi,passaddh,i f
passaddhisambojjhaṅga,passaddhisambojjhaṅg,a m
passaṃ,pass,anta prp
passāmahaṃ,ind,
passamāna,pass,amāna prp
passambhanā,passambhan,ā f
passambhati,passambh,ati pr
passambhayanta,passambhay,anta prp
passambhenta,passambh,enta prp
passambhesi,passambh,esi aor
passambheti,passambh,eti pr
passambhetvā,ind,
passambhi,passambh,i aor
passambhita,passambhit,a pp
passambhitvā,ind,
passanta,pass,anta prp
passāsa,passās,a m
passasanta,passas,anta prp
passasati,passas,ati pr
passāsī,passās,ī m
passasi 1,passas,i aor
passasi 2,pass,ati pr
passasita,passasit,a pp
passasitvā,ind,
passataṃ,pass,anta prp
passati 1,pass,ati pr
passati 2,pass,ati pr
passato,pass,anta prp
passāva,passāv,a m
passāvamagga,passāvamagg,a m
passe,pass,eyya opt
passeyya 1,pass,eyya opt
passeyya 2,passeyy,a ptp
passi,pass,i aor
passita,passit,a pp
passitabba,passitabb,a ptp
passituṃ,ind,
passitvā,ind,
passiya,ind,
pasu,pas,u1 m
pasupati,pasupat,i m
pasuta,pasut,a adj
pasūta,pasūt,a pp
pasūti,pasūt,i f
pasūtighara,pasūtighar,aṃ nt
pasūtikā,pasūtik,ā f
paṭa,paṭ,a m
pāta 1,pāt,a m
pāta 2,pāt,a m
pātabba,pātabb,a ptp
pātabyatā,pātabyat,ā f
paṭaggi,paṭagg,i m
paṭaha,paṭah,a m
patākā,patāk,ā f
paṭaka,paṭak,a m
paṭāka,paṭāk,aṃ nt
paṭala,paṭal,aṃ nt
pātāla,pātāl,aṃ nt
pāṭala,pāṭal,a adj
pātālakhitta,pātālakhitt,aṃ nt
pāṭali,pāṭal,i m
pāṭalī,pāṭal,ī m
paṭalikā,paṭalik,ā f
paṭalikatthata,paṭalikatthat,a adj
pāṭaliputta,pāṭaliputt,aṃ nt
patana,patan,aṃ nt
pātana,pātan,aṃ nt
paṭaṅga,paṭaṅg,aṃ nt
patānī,patān,ī f
patanta,pat,anta prp
patanu,patan,u adj
patāpa,patāp,a m
patāpavant,patāpav,ant adj
patāpesi,patāp,esi aor
patāpeti,patāp,eti pr
patāpita,patāpit,a pp
pātarāsa,pātarās,a m
patarati,patar,ati pr
patati,pat,ati pr
paṭatta,paṭatt,aṃ nt
pāṭava,pāṭav,a m
patāvant,patāv,ant adj
patāyati,patāy,ati pr
pāṭekka,pāṭekk,a adj
pāṭekkaṃ,ind,
pātenta,pāt,enta prp
pātesi 1,pāt,esi aor
pātesi 2,pāt,esi aor
pāteti 1,pāt,eti pr
pāteti 2,pāt,eti pr
pātetvā,ind,
pāṭha,pāṭh,a m
patha 1,path,a m
patha 2,path,a m
patha 3,path,a m
patha 4,path,a m
pathabyā,ind,
pathabyārājā,pathabyā,rājā m
pāṭhaka,pāṭhak,a adj
paṭhama 1,paṭham,a ordin
paṭhama 2,paṭham,a adj
paṭhama 3,paṭham,a m
paṭhamā vibhatti,ind,
paṭhamadutiya,paṭhamadutiy,a ordin
paṭhamajjhāna,paṭhamajjhān,aṃ nt
paṭhamajjhānasamāpatti,paṭhamajjhānasamāpatt,i f
paṭhamaṃ 1,ind,
paṭhamaṃ 2,ind,
paṭhamamajjhimuttamapurisa,paṭhamamajjhimuttamapuris,a m
paṭhamāpattika,paṭhamāpattik,a adj
paṭhamapurisa,paṭhamapuris,a m
paṭhamataraṃ,ind,
paṭhamatatiya,paṭhamatatiy,a m
paṭhamavayas,paṭhamavay,as m
paṭhamena vayasā,ind,
paṭhana,paṭhan,aṃ nt
paṭhati,paṭh,ati pr
pathavatta,pathavatt,aṃ nt
pathāvī,pathāv,ī adj
paṭhavī,paṭhav,ī f
pathavī 1,pathav,ī f
pathavī 2,pathav,ī f
pathavī 3,pathav,ī f
paṭhavīcāla,paṭhavīcāl,a m
paṭhavīcalana,paṭhavīcalan,aṃ nt
pathavīdhātu,pathavīdhāt,u1 f
paṭhavīdhātu,paṭhavīdhāt,u1 f
pathavīdhātunissita,pathavīdhātunissit,a adj
paṭhavīkampana,paṭhavīkampan,aṃ nt
pathavīkasiṇa,pathavīkasiṇ,aṃ nt
paṭhavīkasiṇa,paṭhavīkasiṇ,aṃ nt
pathavilekhā,pathavilekh,ā f
pathavīsama,pathavīsam,a adj
paṭhavīsama,paṭhavīsam,a adj
pathavisaññā,pathavisaññ,ā f
pathavisaññī,pathavisaññ,ī adj
pathavissita,pathavissit,a adj
pathavito,ind,
paṭhavīvojā,paṭhavīvoj,ā f
pātheyya,pātheyy,aṃ nt
pātheyyattha,pātheyyatth,a m
paṭhi,paṭh,i aor
pathika,pathik,a m
pāṭhīna,pāṭhīn,a m
paṭhita,paṭhit,a pp
paṭhitvā,ind,
pati 1,pat,i aor
pati 2,pat,i aor
pati 3,pat,i m
pati 4,pat,i m
pati 5,ind,
pati 6,ind,
pati 7,ind,
pāti 1,pāt,i f
pāti 2,p,āti pr
pātī 1,pāt,ī adj
pātī 2,pāt,ī f
paṭibaddha 1,paṭibaddh,a pp
paṭibaddha 2,paṭibaddh,a pp
paṭibaddha 3,paṭibaddh,a pp
paṭibaddhacitta,paṭibaddhacitt,a adj
paṭibaddhamana,paṭibaddhaman,a adj
paṭibāhaka,paṭibāhak,a adj
paṭibāhanta,paṭibāh,anta prp
paṭibāhati,paṭibāh,ati pr
paṭibāhi,paṭibāh,i aor
paṭibāhita,paṭibāhit,a pp
paṭibāhituṃ,ind,
paṭibāhitvā,ind,
paṭibāhiya,ind,
paṭibala,paṭibal,a adj
paṭibandha,paṭibandh,a adj
paṭibandhacitta,paṭibandhacitt,a adj
patibbatā,patibbat,ā f
paṭibhāga 1,paṭibhāg,a adj
paṭibhāga 2,paṭibhāg,a m
paṭibhāna 1,paṭibhān,aṃ nt
paṭibhāna 2,paṭibhān,aṃ nt
paṭibhānakūṭa,paṭibhānakūṭ,a m
paṭibhānapaṭisambhidā,paṭibhānapaṭisambhid,ā f
paṭibhānavant,paṭibhānav,ant adj
paṭibhāṇavant,paṭibhāṇav,ant adj
paṭibhanda,paṭibhand,a adj
paṭibhāsati,paṭibhās,ati pr
paṭibhāsi 1,paṭibh,āsi aor
paṭibhāsi 2,paṭibh,āsi aor
paṭibhāti,paṭibh,āti pr
paṭibhaya,paṭibhay,aṃ nt
pāṭibhoga,pāṭibhog,a m
paṭibimba,paṭibimb,aṃ nt
paṭibimbita,paṭibimbit,a adj
paṭibuddha,paṭibuddh,a pp
paṭibujjhati 1,paṭibujjh,ati pr
paṭibujjhati 2,paṭibujjh,ati pr
paṭibujjhi,paṭibujjh,i aor
paṭibujjhitvā,ind,
paṭicarati,paṭicar,ati pr
paṭicari,paṭicar,i aor
paṭicaya,paṭicay,a m
paṭicca,ind,
paṭiccasamuppāda,paṭiccasamuppād,a m
paṭiccasamuppādaso,ind,
paṭiccasamuppanna,paṭiccasamuppann,a adj
paṭicchada,paṭicchad,a m
paṭicchāda,paṭicchād,a m
paṭicchādaka,paṭicchādak,a adj
paṭicchādana,paṭicchādan,aṃ nt
paṭicchādaniya,paṭicchādaniy,aṃ nt
paṭicchādāpetvā,ind,
paṭicchādenta,paṭicchād,enta prp
paṭicchādesi,paṭicchād,esi aor
paṭicchādeti,paṭicchād,eti pr
paṭicchādetvā,ind,
paṭicchādi,paṭicchād,i f
paṭicchādī 2,paṭicchād,ī adj
paṭicchādita,paṭicchādit,a pp
paṭicchādiya,ind,
paṭicchanna 1,paṭicchann,a pp
paṭicchanna 2,paṭicchann,a pp
paṭicchannakammanta,paṭicchannakammant,a adj
paṭicchati,paṭicch,ati pr
paṭicchi,paṭicch,i aor
paṭicchita,paṭicchit,a pp
paṭicchitvā,ind,
paṭicchiya,ind,
patīci,patīc,i f
paṭicodesi,paṭicod,esi aor
paṭicodeti,paṭicod,eti pr
paṭicodetvā,ind,
paṭicodita,paṭicodit,a pp
paṭidadāti,paṭidad,āti pr
paṭidadi,paṭidad,i aor
paṭidāna,paṭidān,aṃ nt
paṭidaṇḍa,paṭidaṇḍ,a m
paṭidassesi,paṭidass,esi aor
paṭidasseti,paṭidass,eti pr
paṭidassetvā,ind,
paṭidassita,paṭidassit,a pp
paṭidatvā,ind,
paṭidesesi,paṭides,esi aor
paṭideseti,paṭides,eti pr
paṭidesetvā,ind,
paṭidesita,paṭidesit,a pp
paṭidhāvati,paṭidhāv,ati pr
paṭidhāvi,paṭidhāv,i aor
paṭidhāvitvā,ind,
paṭidinna,paṭidinn,a pp
paṭidissati,paṭidiss,ati pr
paṭidissi,paṭidiss,i aor
paṭigacca,ind,
paṭigaṇhāti 1,paṭigaṇh,āti pr
paṭiggaha,paṭiggah,a m
paṭiggāhaka,paṭiggāhak,a m
paṭiggahaṇa,paṭiggahaṇ,aṃ nt
paṭiggahesi,paṭiggah,esi aor
paṭiggahetabba,paṭiggahetabb,a ptp
paṭiggaheti,paṭiggah,eti pr
paṭiggahetu,paṭiggahet,u3 m
paṭiggahetvā,ind,
paṭiggahita 1,paṭiggahit,a pp
appaṭiggahitakata,appaṭiggahitakata,a adj
paṭiggahitakata,paṭiggahitakata,a adj
paṭiggahita 2,paṭiggahit,a pp
paṭiggaṇhana,paṭiggaṇhan,aṃ nt
paṭiggaṇhanaka,paṭiggaṇhanak,a adj
paṭiggaṇhanta,paṭiggaṇh,anta prp
paṭiggaṇhāti 1,paṭiggaṇh,āti pr
paṭiggaṇhāti 2,paṭiggaṇh,āti pr
paṭiggaṇhi,paṭiggaṇh,i aor
paṭiggaṇhita,paṭiggaṇhit,a pp
paṭiggaṇhiya,ind,
paṭiggayha,ind,
paṭigha 1,paṭigh,a m
paṭigha 2,paṭigh,aṃ nt
paṭighanimitta,paṭighanimitt,aṃ nt
paṭighānusaya,paṭighānusay,a m
paṭighasamphassa,paṭighasamphass,a m
paṭighasaññā,paṭighasaññ,ā f
paṭighāta,paṭighāt,a m
paṭighosa,paṭighos,a m
paṭigiddha,paṭigiddh,a pp
paṭigijjhati,paṭigijjh,ati pr
paṭigijjhi,paṭigijjh,i aor
paṭigūhati,paṭigūh,ati pr
paṭigūhi,paṭigūh,i aor
paṭigūhita,paṭigūhit,a pp
paṭigūhitvā,ind,
paṭihanana,paṭihanan,aṃ nt
paṭihanati,paṭihan,ati pr
paṭihani,paṭihan,i aor
paṭihaṅkhāma,paṭihaṅkh,āti fut
paṭihaññati,paṭihaññ,ati pr
paṭihaññi,paṭihaññ,i aor
paṭihaññitvā,ind,
paṭihantvā,ind,
pāṭihāra,pāṭihār,aṃ nt
paṭiharitvā,ind,
pāṭihāriya,pāṭihāriy,aṃ nt
pāṭihāriyapakkha,pāṭihāriyapakkh,a m
paṭihata,paṭihat,a pp
paṭihata 1,paṭihat,a pp
paṭihata 2,paṭihat,a pp
pāṭihera,pāṭiher,aṃ nt
pāṭihīra,pāṭihīr,aṃ nt
paṭijaggaka,paṭijaggak,a m
paṭijaggana,paṭijaggan,aṃ nt
paṭijagganaka,paṭijagganak,a adj
paṭijaggati,paṭijagg,ati pr
paṭijaggi,paṭijagg,i aor
paṭijaggita,paṭijaggit,a pp
paṭijaggitvā,ind,
paṭijaggiya,ind,
paṭijānamāna,paṭijān,amāna prp
paṭijānanta,paṭijān,anta prp
paṭijānāpetvā,ind,
paṭijānāti 1,paṭijān,āti pr
paṭijānāti 2,paṭijān,āti pr
paṭijānāti 3,paṭijān,āti pr
paṭijāni 1,paṭijān,i aor
paṭijāni 2,paṭijān,i aor
paṭijāni 3,paṭijān,i aor
paṭijānitvā,ind,
paṭikā,paṭik,ā f
pātika,pātik,aṃ nt
pāṭikā,pāṭik,ā f
paṭikacca 1,ind,
paṭikacca 2,ind,
paṭikacca 3,ind,
paṭikamanta,paṭikam,anta prp
paṭikamma,paṭikamm,aṃ nt
pāṭikaṅkha,pāṭikaṅkh,a adj
paṭikaṅkhati,paṭikaṅkh,ati pr
paṭikaṅkhi,paṭikaṅkh,i aor
pāṭikaṅkhī,pāṭikaṅkh,ī adj
paṭikaṅkhita,paṭikaṅkhit,a pp
pāṭikaṅkhitabba,pāṭikaṅkhitabb,a ptp
paṭikaṇṭaka,paṭikaṇṭak,a adj
paṭikara,paṭikar,a adj
paṭikāra,paṭikār,a m
paṭikari,paṭikar,i aor
paṭikaronta,paṭikar,onta prp
paṭikaroti 1,paṭikar,oti pr
paṭikaroti 2,paṭikar,oti pr
paṭikassati,paṭikass,ati pr
paṭikassi,paṭikass,i aor
paṭikassita,paṭikassit,a pp
paṭikata,paṭikat,a pp
paṭikatthata,paṭikatthat,a adj
patikiṭṭha 1,patikiṭṭh,a adj
patikiṭṭha 2,patikiṭṭh,a adj
paṭikkama 1,paṭikkam,a m
paṭikkamana,paṭikkaman,aṃ nt
paṭikkamanasālā,paṭikkamanasāl,ā f
paṭikkamanta,paṭikkam,anta prp
paṭikkamati 1,paṭikkam,ati pr
paṭikkamati 2,paṭikkam,ati pr
paṭikkamati 3,paṭikkam,ati pr
paṭikkami,paṭikkam,i aor
paṭikkamitabba,paṭikkamitabb,a ptp
paṭikkamitvā,ind,
paṭikkamma,paṭikkamm,a adj
paṭikkamosānaṃ,ind,
paṭikkanta 1,paṭikkant,a pp
paṭikkanta 2,paṭikkant,aṃ nt
paṭikkhepa,paṭikkhep,a m
paṭikkhipati,paṭikkhip,ati pr
paṭikkhipi,paṭikkhip,i aor
paṭikkhipitvā,ind,
paṭikkhippa,ind,
paṭikkhitta,paṭikkhitt,a pp
paṭikkhitvā,ind,
paṭikkosanā,paṭikkosan,ā f
paṭikkosanta,paṭikkos,anta prp
paṭikkosati 1,paṭikkos,ati pr
paṭikkosi,paṭikkos,i aor
paṭikkositabba,paṭikkositabb,a ptp
paṭikkositvā,ind,
paṭikkūla,paṭikkūl,a adj
paṭikkūlasaññī,paṭikkūlasaññ,ī f
paṭikkūlatā,paṭikkūlat,ā f
paṭikkuṭṭha,paṭikkuṭṭh,a pp
paṭikoṭṭeti,paṭikoṭṭ,eti pr
paṭikoṭṭetuṃ,ind,
paṭikujetvā,ind,
paṭikujitvā,ind,
paṭikujjana,paṭikujjan,aṃ nt
paṭikujjesi,paṭikujj,esi aor
paṭikujjeti,paṭikujj,eti pr
paṭikujjetvā,ind,
paṭikujjhati,paṭikujjh,ati pr
paṭikujjita,paṭikujjit,a pp
paṭikujjitvā,ind,
paṭikujjiya,ind,
patikula,patikul,aṃ nt
paṭikūla 1,paṭikūl,a adj
paṭikūla 2,paṭikūl,a adj
paṭikūlasaññā,paṭikūlasaññ,ā f
paṭikūlasaññī,paṭikūlasaññ,ī f
pāṭikūlya,pāṭikūly,aṃ nt
pāṭikulyatā,paṭikulyat,ā f
paṭikuṭṭha,paṭikuṭṭh,a pp
paṭilābha,paṭilābh,a m
paṭilabhanta,paṭilabh,anta prp
paṭilabhati,paṭilabh,ati pr
paṭilabhi,paṭilabh,i aor
paṭilabhitvā,ind,
paṭiladdha,paṭiladdh,a pp
paṭiladdhā,ind,
paṭiladdhapubba,paṭiladdhapubb,a adj
paṭileṇeti,paṭileṇ,eti pr
paṭileṇetuṃ,ind,
patilīna,patilīn,a pp
paṭilīna,paṭilīn,a pp
paṭilīyana,paṭilīyan,aṃ nt
paṭilīyati,paṭilīy,ati pr
paṭilīyi,paṭilīy,i aor
paṭilīyitvā,ind,
paṭiloma,paṭilom,a adj
paṭilomapakka,paṭilomapakk,a m
paṭimā,paṭim,ā f
paṭimagga,paṭimagg,a m
paṭimalla,paṭimall,a m
paṭimaṃsati,paṭimaṃs,ati pr
paṭimaṃseyya,paṭimaṃs,eyya opt
paṭimaṇḍita,paṭimaṇḍit,a pp
paṭimānesi,paṭimān,esi aor
paṭimāneti,paṭimān,eti pr
paṭimānetvā,ind,
paṭimānita,paṭimānit,a pp
paṭimanteti,paṭimant,eti pr
paṭimasi,paṭimas,i aor
pātimokkha,pātimokkh,a m
pātimokkhaṃ uddisati,ind,
pātimokkhapariyāpanna,pātimokkhapariyāpann,a adj
pātimokkhasaṃvarasaṃvuta,pātimokkhasaṃvarasaṃvut,a adj
paṭimukka,paṭimukk,a pp
paṭimuñcati,paṭimuñc,ati pr
paṭimuñci,paṭimuñc,i aor
paṭimuñcitvā,ind,
paṭinandanā,paṭinandan,ā f
paṭinandati,paṭinand,ati pr
paṭinandi,paṭinand,i aor
paṭinandita,paṭinandit,a pp
paṭinanditvā,ind,
paṭināsikā,paṭināsik,ā f
paṭinesi,paṭin,esi aor
paṭineti,paṭin,eti pr
paṭinetvā,ind,
paṭinissagga,paṭinissagg,a m
paṭinissaggānupassī,paṭinissaggānupass,ī adj
paṭinissajja,ind,
paṭinissajjati,paṭinissajj,ati pr
paṭinissajji,paṭinissajj,i aor
paṭinissajjitvā,ind,
paṭinissajjiya,ind,
paṭinissaṭṭha,paṭinissaṭṭh,a pp
paṭinīta,paṭinīt,a pp
paṭinivatta,paṭinivatt,a pp
paṭinivattati,paṭinivatt,ati pr
paṭinivatti,paṭinivatt,i aor
paṭinivattitvā,ind,
paṭiñña,paṭiññ,a adj
paṭiññā,paṭiññ,ā f
paṭiññāta,paṭiññāt,a pp
paṭipadā 1,paṭipad,ā f
paṭipadā 2,paṭipad,ā f
pāṭipada 1,pāṭipad,a adj
pāṭipada 2,pāṭipad,a m
paṭipādaka,paṭipādak,a m
paṭipādesi,paṭipād,esi aor
paṭipādeti,paṭipād,eti pr
paṭipādetvā,ind,
paṭipādita,paṭipādit,a pp
paṭipaharati,paṭipahar,ati pr
paṭipahari,paṭipa,har aor
paṭipaharitvā,ind,
paṭipahaṭa,paṭipahaṭ,a pp
paṭipahiṇāti,paṭipahiṇ,āti pr
paṭipahiṇi,paṭipahiṇ,i aor
paṭipahiṇitvā,ind,
paṭipahita,paṭipahit,a pp
paṭipajjamāna,paṭipajj,amāna prp
paṭipajjana,paṭipajjan,aṃ nt
paṭipajjati 1,paṭipajj,ati pr
paṭipajjati 2,paṭipajj,ati pr
paṭipajji,paṭipajj,i aor
paṭipajjitabba,paṭipajjitabb,a ptp
paṭipajjituṃ,ind,
paṭipajjitvā,ind,
paṭipakkha,paṭipakkh,a adj
paṭipakkhika,,
paṭipaṇṇa,paṭipaṇṇ,aṃ nt
paṭipanna 1,paṭipann,a adj
paṭipanna 2,paṭipann,a pp
paṭiparivattitvā,ind,
paṭipassati,paṭipass,ati pr
paṭipatha,paṭipath,a m
paṭipāṭi,paṭipāṭ,i f
paṭipāṭiyā,ind,
paṭipatti,paṭipatt,i f
paṭipesesi,paṭipes,esi aor
paṭipeseti,paṭipes,eti pr
paṭipīḷana,paṭipīḷan,aṃ nt
paṭipīḷesi,paṭipīḷ,esi aor
paṭipīḷeti,paṭipīḷ,eti pr
paṭipīḷetvā,ind,
paṭipīḷita,paṭipīḷit,a pp
paṭipiṃsati,paṭipiṃs,ati pr
paṭipisati,paṭipis,ati pr
paṭippaṇāmeti,paṭippaṇām,eti pr
paṭippanna,paṭippann,a adj
paṭippassaddha,paṭippassaddh,a pp
paṭippassaddhi,paṭippassaddh,i f
paṭippassambhanā,paṭippassambhan,ā f
paṭippassambhati 1,paṭippassambh,ati pr
paṭippassambhati 2,paṭippassambh,ati pr
paṭippassambhi,paṭippassambh,i aor
paṭippharati,paṭipphar,ati pr
paṭipucchā,paṭipucch,ā f
paṭipucchati,paṭipucch,ati pr
paṭipucchāvyākaraṇīya,paṭipucchāvyākaraṇīy,a ptp
paṭipuccheyya,paṭipucch,eyya opt
paṭipucchi,paṭipucch,i aor
paṭipucchita,paṭipucchit,a pp
paṭipucchitabba,paṭipucchitabb,a ptp
paṭipucchituṃ,ind,
paṭipuggala,paṭipuggal,a m
paṭipūjanā,paṭipūjan,ā f
paṭipūjesi,paṭipūj,esi aor
paṭipūjeti,paṭipūj,eti pr
paṭipūjetvā,ind,
paṭipūjita,paṭipūjit,a pp
paṭirājā,paṭi,rājā m
patirūpa,patirūp,a adj
paṭirūpa,paṭirūp,a adj
patirūpaka,patirūpak,a adj
paṭirūpaka,paṭirūpak,a adj
paṭirūpatā,paṭirūpat,ā f
paṭisallāna,paṭisallān,aṃ nt
paṭisallānasāruppa,paṭisallānasārupp,a adj
paṭisallīna,paṭisallīn,a pp
paṭisallīyati,paṭisallīy,ati pr
paṭisallīyi,paṭisallīy,i aor
paṭisallīyituṃ,ind,
paṭisallīyitvā,ind,
paṭisambhidā,paṭisambhid,ā f
paṭisāmesi,paṭisām,esi aor
paṭisāmetabba,paṭisāmetabb,a ptp
paṭisāmeti,paṭisām,eti pr
paṭisāmetvā,ind,
paṭisaṃhāra,paṭisaṃhār,a m
paṭisaṃharaṇa,paṭisaṃharaṇ,aṃ nt
paṭisaṃharati,paṭisaṃhar,ati pr
paṭisaṃhari,paṭisaṃ,har aor
paṭisaṃharita,paṭisaṃharit,a pp
paṭisaṃharitvā,ind,
paṭisaṃhaṭa,paṭisaṃhaṭ,a pp
paṭisāmita,paṭisāmit,a pp
paṭisaṃkhāra,paṭisaṃkhār,a m
paṭisaṃkharaṇa,paṭisaṃkharaṇ,aṃ nt
paṭisammodati,paṭisammod,ati pr
paṭisammodi,paṭisammod,i aor
paṭisammodita,paṭisammodit,a pp
paṭisammoditvā,ind,
paṭisaṃvedayati,paṭisaṃveday,ati pr
paṭisaṃvedesi,paṭisaṃved,esi aor
paṭisaṃvedeti,paṭisaṃved,eti pr
paṭisaṃvedetvā,ind,
paṭisaṃvedī,paṭisaṃved,ī adj
paṭisaṃvedita,paṭisaṃvedit,a pp
paṭisaṃvediyati,paṭisaṃvediy,ati pr
paṭisaṃvediyetha,paṭisaṃvediy,eyya opt
paṭisaṃvidita,paṭisaṃvidit,a pp
paṭisaṃyujeyya,paṭisaṃyuj,eyya opt
paṭisaṃyutta,paṭisaṃyutt,a adj
paṭisañcikkhati,paṭisañcikkh,ati pr
paṭisañcikkhi,paṭisañcikkh,i aor
paṭisañcikkhita,paṭisañcikkhit,a pp
paṭisandahati,paṭisandah,ati pr
paṭisandahi,paṭisandah,i aor
paṭisandahita,paṭisandahit,a pp
paṭisandhāna,paṭisandhān,aṃ nt
paṭisandhātu,paṭisandhāt,u3 m
paṭisandhi 1,paṭisandh,i adj
paṭisandhi 2,paṭisandh,i f
paṭisandhita,paṭisandhit,a pp
paṭisaṅkhā 1,ind,
paṭisaṅkhā 2,paṭisaṅkh,ā f
paṭisaṅkhāna,paṭisaṅkhān,aṃ nt
paṭisaṅkhāra,paṭisaṅkhār,aṃ nt
paṭisaṅkhari,paṭisaṅkhar,i aor
paṭisaṅkharitvā,ind,
paṭisaṅkharoti,paṭisaṅkhar,oti pr
